market_group,region,canonical_customer_code,budget_native,budget_eur_compare,actual_native,actual_rows,has_budget,has_actual,match_status,actual_cutoff_date
Core Markets,Germany,20875,0.0,0.0,725.1999999999999,34,0,1,actual_only,2026-03-20
Core Markets,Germany,20877,3371.7497600000006,3371.7497600000006,1601.8700000000001,32,1,1,both,2026-03-20
Core Markets,Germany,20879,240.0,240.0,547.26,14,1,1,both,2026-03-20
Core Markets,Germany,20881,1727.6530600000003,1727.6530600000003,263.0,8,1,1,both,2026-03-20
Core Markets,Germany,20886,824.3747200000003,824.3747200000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20898,4281.27437,4281.27437,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20901,150.0,150.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20902,220.0,220.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20906,931.9149000000002,931.9149000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20907,80.0,80.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20908,0.0,0.0,2129.3,50,0,1,actual_only,2026-03-20
Core Markets,Germany,20910,448.6482,448.6482,103.84,4,1,1,both,2026-03-20
Core Markets,Germany,20911,190.0,190.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20912,3717.24192,3717.24192,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20917,5121.86488,5121.86488,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20918,1527.6540100000002,1527.6540100000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20920,1210.25861,1210.25861,277.29,8,1,1,both,2026-03-20
Core Markets,Germany,20922,200.0,200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20923,1598.10516,1598.10516,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20924,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Germany,20925,800.0,800.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20926,50.0,50.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20929,1574.0859600000003,1574.0859600000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20932,2912.51539,2912.51539,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20933,3948.2884,3948.2884,887.59,13,1,1,both,2026-03-20
Core Markets,Germany,20934,150.0,150.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20937,176.17094000000003,176.17094000000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20939,534.21986,534.21986,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20940,6765.351420000001,6765.351420000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20947,30.0,30.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20948,4251.69432,4251.69432,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20949,128.366,128.366,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20952,285.12304000000006,285.12304000000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20956,312.20856000000003,312.20856000000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20964,1450.5951600000003,1450.5951600000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20966,41.26156,41.26156,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20969,1335.72808,1335.72808,993.9200000000001,23,1,1,both,2026-03-20
Core Markets,Germany,20981,637.0293600000001,637.0293600000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20982,400.0,400.0,228.65,4,1,1,both,2026-03-20
Core Markets,Germany,20983,100.0,100.0,0.0,2,1,0,budget_only,2026-03-20
Core Markets,Germany,20984,948.28644,948.28644,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20985,1874.67534,1874.67534,813.15,17,1,1,both,2026-03-20
Core Markets,Germany,20986,2277.4737600000003,2277.4737600000003,2350.1,41,1,1,both,2026-03-20
Core Markets,Germany,20990,1606.3128900000002,1606.3128900000002,1732.8500000000001,34,1,1,both,2026-03-20
Core Markets,Germany,20992,2510.4950200000003,2510.4950200000003,1130.26,31,1,1,both,2026-03-20
Core Markets,Germany,20995,350.0,350.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20997,377.148,377.148,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,21002,0.0,0.0,2296.04,66,0,1,actual_only,2026-03-20
Core Markets,Germany,21024,0.0,0.0,1755.01,27,0,1,actual_only,2026-03-20
Core Markets,Germany,21041,0.0,0.0,16.9,3,0,1,actual_only,2026-03-20
Core Markets,Germany,21042,0.0,0.0,1153.51,36,0,1,actual_only,2026-03-20
Core Markets,Germany,21047,0.0,0.0,4054.47,90,0,1,actual_only,2026-03-20
Core Markets,Germany,21049,0.0,0.0,854.1800000000001,27,0,1,actual_only,2026-03-20
Core Markets,Germany,21050,0.0,0.0,6076.3,87,0,1,actual_only,2026-03-20
Core Markets,Germany,21059,0.0,0.0,3081.89,31,0,1,actual_only,2026-03-20
Core Markets,Germany,21061,0.0,0.0,1545.61,48,0,1,actual_only,2026-03-20
Core Markets,Germany,21063,0.0,0.0,206.26,2,0,1,actual_only,2026-03-20
Core Markets,Germany,21066,0.0,0.0,1087.97,21,0,1,actual_only,2026-03-20
Core Markets,Germany,21069,0.0,0.0,4707.08,66,0,1,actual_only,2026-03-20
Core Markets,Germany,21092,0.0,0.0,8301.05,87,0,1,actual_only,2026-03-20
Core Markets,Germany,21098,0.0,0.0,3323.24,39,0,1,actual_only,2026-03-20
Core Markets,Germany,21104,0.0,0.0,827.62,10,0,1,actual_only,2026-03-20
Core Markets,Germany,21105,0.0,0.0,1717.94,45,0,1,actual_only,2026-03-20
Core Markets,Germany,21106,0.0,0.0,10643.84,162,0,1,actual_only,2026-03-20
Core Markets,Germany,21109,0.0,0.0,1170.55,39,0,1,actual_only,2026-03-20
Core Markets,Germany,21800,0.0,0.0,2020.08,45,0,1,actual_only,2026-03-20
Core Markets,Germany,29000,170.79780000000002,170.79780000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29001,343.07006000000007,343.07006000000007,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29003,400.0,400.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29004,841.20725,841.20725,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29012,200.0,200.0,830.74,14,1,1,both,2026-03-20
Core Markets,Germany,29013,2448.830920000001,2448.830920000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29014,400.0,400.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29015,392.38505,392.38505,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29016,300.0,300.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29017,2536.79669,2536.79669,861.53,37,1,1,both,2026-03-20
Core Markets,Germany,29019,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29020,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29021,2500.0,2500.0,347.58,8,1,1,both,2026-03-20
Core Markets,Germany,29022,1992.6588600000005,1992.6588600000005,504.03,13,1,1,both,2026-03-20
Core Markets,Germany,29023,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29024,5247.716560000001,5247.716560000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29025,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29026,1006.59287,1006.59287,0.0,1,1,0,budget_only,2026-03-20
Core Markets,Germany,29027,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29028,1000.0,1000.0,373.64,7,1,1,both,2026-03-20
Core Markets,Germany,29029,250.0,250.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29031,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,29033,900.0,900.0,457.47,17,1,1,both,2026-03-20
Core Markets,Germany,29034,0.0,0.0,273.93,6,0,1,actual_only,2026-03-20
Core Markets,Germany,30000,0.0,0.0,618.38,12,0,1,actual_only,2026-03-20
Core Markets,Germany,30019,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Germany,30035,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Germany,30055,0.0,0.0,0.0,72,0,0,actual_only,2026-03-20
Core Markets,Germany,30066,14000.0,14000.0,4711.14,65,1,1,both,2026-03-20
Core Markets,Germany,30078,0.0,0.0,0.0,40,0,0,actual_only,2026-03-20
Core Markets,Germany,30276,0.0,0.0,0.0,2,0,0,actual_only,2026-03-20
Core Markets,Germany,30303,0.0,0.0,0.0,236,0,0,actual_only,2026-03-20
Core Markets,Germany,30608,0.0,0.0,531.88,2,0,1,actual_only,2026-03-20
Core Markets,Germany,30618,0.0,0.0,41.4,2,0,1,actual_only,2026-03-20
Core Markets,Germany,30634,0.0,0.0,53.24,2,0,1,actual_only,2026-03-20
Core Markets,Germany,30676,3500.0,3500.0,830.48,16,1,1,both,2026-03-20
Core Markets,Germany,30678,2500.0,2500.0,795.17,11,1,1,both,2026-03-20
Core Markets,Germany,30714,0.0,0.0,97.3,4,0,1,actual_only,2026-03-20
Core Markets,Germany,30720,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Germany,30722,0.0,0.0,0.0,34,0,0,actual_only,2026-03-20
Core Markets,Germany,30725,0.0,0.0,0.0,42,0,0,actual_only,2026-03-20
Core Markets,Germany,30766,0.0,0.0,0.0,2,0,0,actual_only,2026-03-20
Core Markets,Germany,30771,0.0,0.0,0.0,56,0,0,actual_only,2026-03-20
Core Markets,Germany,30772,0.0,0.0,212.32,10,0,1,actual_only,2026-03-20
Core Markets,Germany,31027,0.0,0.0,660.3399999999999,20,0,1,actual_only,2026-03-20
Core Markets,Germany,31038,0.0,0.0,0.0,8,0,0,actual_only,2026-03-20
Core Markets,Germany,31041,0.0,0.0,23883.0,4,0,1,actual_only,2026-03-20
Core Markets,Germany,31189,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Germany,31226,0.0,0.0,0.0,2,0,0,actual_only,2026-03-20
Core Markets,Germany,48001,0.0,0.0,47041.5,3586,0,1,actual_only,2026-03-20
Core Markets,Germany,48002,0.0,0.0,2754.96,206,0,1,actual_only,2026-03-20
Core Markets,Germany,48003,0.0,0.0,1928.0,82,0,1,actual_only,2026-03-20
Core Markets,Germany,48004,0.0,0.0,255.92,22,0,1,actual_only,2026-03-20
Core Markets,Germany,48005,0.0,0.0,1487.32,72,0,1,actual_only,2026-03-20
Core Markets,Germany,48007,0.0,0.0,2151.16,122,0,1,actual_only,2026-03-20
Core Markets,Germany,48009,0.0,0.0,2172.7999999999997,102,0,1,actual_only,2026-03-20
Core Markets,Germany,48011,0.0,0.0,191.8,20,0,1,actual_only,2026-03-20
Core Markets,Germany,48013,0.0,0.0,120.0,20,0,1,actual_only,2026-03-20
Core Markets,Germany,48015,0.0,0.0,1006.52,64,0,1,actual_only,2026-03-20
Core Markets,Germany,48018,0.0,0.0,695.64,24,0,1,actual_only,2026-03-20
Core Markets,Germany,48022,0.0,0.0,375.6,22,0,1,actual_only,2026-03-20
Core Markets,Italy,-26,4000.0,4000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Italy,28500,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Nordics,24000,0.0,0.0,-2487.2,1,0,1,actual_only,2026-03-20
Core Markets,Nordics,24002,0.0,0.0,1165.29,24,0,1,actual_only,2026-03-20
Core Markets,Nordics,24007,0.0,0.0,1075.09,16,0,1,actual_only,2026-03-20
Core Markets,Nordics,24009,0.0,0.0,942.68,11,0,1,actual_only,2026-03-20
Core Markets,Nordics,24014,0.0,0.0,1734.28,29,0,1,actual_only,2026-03-20
Core Markets,Nordics,24027,0.0,0.0,683.87,13,0,1,actual_only,2026-03-20
Core Markets,Nordics,24028,0.0,0.0,516.26,18,0,1,actual_only,2026-03-20
Core Markets,Nordics,24031,0.0,0.0,1007.5,17,0,1,actual_only,2026-03-20
Core Markets,Nordics,24034,0.0,0.0,3943.69,41,0,1,actual_only,2026-03-20
Core Markets,Nordics,30735,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Spain,-25,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Spain,-26,4000.0,4000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,20723,1200.0,1200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,20749,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,20916,1200.0,1200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,23000,0.0,0.0,982.12,23,0,1,actual_only,2026-03-20
Core Markets,Spain,23001,0.0,0.0,1652.7599999999989,69,0,1,actual_only,2026-03-20
Core Markets,Spain,23009,0.0,0.0,-3398.330000000001,37,0,1,actual_only,2026-03-20
Core Markets,Spain,23010,0.0,0.0,502.14,5,0,1,actual_only,2026-03-20
Core Markets,Spain,23014,0.0,0.0,851.88,20,0,1,actual_only,2026-03-20
Core Markets,Spain,23038,0.0,0.0,750.4399999999999,15,0,1,actual_only,2026-03-20
Core Markets,Spain,23043,0.0,0.0,1547.98,27,0,1,actual_only,2026-03-20
Core Markets,Spain,23047,0.0,0.0,2599.7,64,0,1,actual_only,2026-03-20
Core Markets,Spain,23069,0.0,0.0,-303.86,1,0,1,actual_only,2026-03-20
Core Markets,Spain,23086,0.0,0.0,634.05,13,0,1,actual_only,2026-03-20
Core Markets,Spain,23112,0.0,0.0,836.88,24,0,1,actual_only,2026-03-20
Core Markets,Spain,23121,0.0,0.0,741.96,13,0,1,actual_only,2026-03-20
Core Markets,Spain,26001,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26002,2800.0,2800.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26004,2200.0,2200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26005,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Spain,26006,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26010,400.0,400.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26013,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Spain,26015,3000.0,3000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,26016,2000.0,2000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Spain,30669,0.0,0.0,0.0,46,0,0,actual_only,2026-03-20
Core Markets,Spain,35946,1200.0,1200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,-25,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,-26,9000.0,5000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,20009,0.0,0.0,249.54000000000002,5,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20161,0.0,0.0,554.21,13,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20370,0.0,0.0,607.71,12,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20699,0.0,0.0,1256.24,12,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20923,0.0,0.0,600.77,9,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20948,0.0,0.0,2205.6,34,0,1,actual_only,2026-03-20
Core Markets,Switzerland,20956,0.0,0.0,343.83,14,0,1,actual_only,2026-03-20
Core Markets,Switzerland,21002,750.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21006,324.24638000000004,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21008,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21009,528.5265,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21012,445.92785,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21013,2311.23745,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21014,1114.95177,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21016,750.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21020,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21021,243.04087,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21022,669.7076500000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21024,733.4422000000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21025,277.53125,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21027,1334.6356100000005,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21038,199.8546,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21041,750.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21042,640.61863,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21045,750.0,750.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21047,1283.8716000000002,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21049,1297.62324,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21050,3268.8928,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21053,416.2835,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21059,1281.1762700000002,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21061,1980.01681,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21063,1500.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21064,2290.3778,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21066,1669.9778900000006,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21068,3821.745750000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21069,2489.7937,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21072,146.35246,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21074,1715.60804,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21075,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21078,1700.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21083,718.9233700000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21085,1394.60162,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21087,106.83308000000002,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21088,351.50570000000005,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21092,9500.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21098,2086.3448500000004,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21101,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21102,1250.0,1250.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21103,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21104,3073.8071900000004,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21105,963.87954,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21106,2309.66562,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21107,500.0,500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21108,1000.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21109,466.4140700000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21110,1250.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21111,784.8792400000001,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21112,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Switzerland,21113,1700.0,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21114,2864.1255999999994,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21116,2552.0550000000003,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21117,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,21800,27.603860000000005,0.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Switzerland,30711,0.0,0.0,0.0,2,0,0,actual_only,2026-03-20
Export,Americas,30007,0.0,0.0,490.38,60,0,1,actual_only,2026-03-20
Export,Distributor - APAC,21102,0.0,0.0,1828.7,27,0,1,actual_only,2026-03-20
Export,Distributor - APAC,27045,0.0,0.0,0.0,1,0,0,actual_only,2026-03-20
Export,Distributor - APAC,31026,0.0,0.0,633.38,60,0,1,actual_only,2026-03-20
Export,Eastern Europe,27049,0.0,0.0,0.0,1,0,0,actual_only,2026-03-20
Export,Export,-200002,75000.0,75000.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200003,38700.0,38700.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200005,45750.0,45750.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200006,3000.0,3000.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200008,2880.0,2880.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200011,26400.0,26400.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export,-200012,18000.0,18000.0,0.0,0,1,0,budget_only,2026-03-20
Export,Export - Other ROW,10016,0.0,0.0,44865.44,49,0,1,actual_only,2026-03-20
Export,Export - Other ROW,10018,0.0,0.0,44692.04,75,0,1,actual_only,2026-03-20
Export,Export - Other ROW,10031,0.0,0.0,1208.45,25,0,1,actual_only,2026-03-20
Export,Export - Other ROW,10043,0.0,0.0,0.0,1,0,0,actual_only,2026-03-20
Export,Export - Other ROW,10047,0.0,0.0,9795.98,91,0,1,actual_only,2026-03-20
Export,Export - Other ROW,10049,0.0,0.0,12932.21,76,0,1,actual_only,2026-03-20
Export,Export - Other ROW,10067,0.0,0.0,8056.34,244,0,1,actual_only,2026-03-20
Export,International,20070,0.0,0.0,3201.76,42,0,1,actual_only,2026-03-20
Export,International,20130,0.0,0.0,709.04,20,0,1,actual_only,2026-03-20
Export,International,20142,0.0,0.0,6443.32,94,0,1,actual_only,2026-03-20
Export,International,20188,0.0,0.0,449.04,16,0,1,actual_only,2026-03-20
Export,International,20201,0.0,0.0,530.7,14,0,1,actual_only,2026-03-20
Export,International,20245,0.0,0.0,11310.02,114,0,1,actual_only,2026-03-20
Export,International,20276,0.0,0.0,-12.399999999999999,12,0,1,actual_only,2026-03-20
Export,International,20295,0.0,0.0,1242.8400000000001,12,0,1,actual_only,2026-03-20
Export,International,20309,0.0,0.0,1551.94,36,0,1,actual_only,2026-03-20
Export,International,20317,0.0,0.0,2165.26,56,0,1,actual_only,2026-03-20
Export,International,20331,0.0,0.0,1278.3,28,0,1,actual_only,2026-03-20
Export,International,20345,0.0,0.0,3659.24,68,0,1,actual_only,2026-03-20
Export,International,20346,0.0,0.0,2031.84,68,0,1,actual_only,2026-03-20
Export,International,20371,0.0,0.0,704.0600000000001,16,0,1,actual_only,2026-03-20
Export,International,20434,0.0,0.0,5833.0,96,0,1,actual_only,2026-03-20
Export,International,20509,0.0,0.0,2475.42,30,0,1,actual_only,2026-03-20
Export,International,20570,0.0,0.0,919.94,42,0,1,actual_only,2026-03-20
Export,International,20573,0.0,0.0,1021.26,32,0,1,actual_only,2026-03-20
Export,International,20601,0.0,0.0,18376.32,162,0,1,actual_only,2026-03-20
Export,International,20613,0.0,0.0,3343.52,76,0,1,actual_only,2026-03-20
Export,International,20615,0.0,0.0,4719.18,52,0,1,actual_only,2026-03-20
Export,International,20619,0.0,0.0,554.18,14,0,1,actual_only,2026-03-20
Export,International,20646,0.0,0.0,1264.02,28,0,1,actual_only,2026-03-20
Export,International,20679,0.0,0.0,3001.6,44,0,1,actual_only,2026-03-20
Export,International,20710,0.0,0.0,1897.22,32,0,1,actual_only,2026-03-20
Export,International,20731,0.0,0.0,-37134.52,4,0,1,actual_only,2026-03-20
Export,International,20808,0.0,0.0,91108.78,252,0,1,actual_only,2026-03-20
Export,International,20811,0.0,0.0,1807.52,28,0,1,actual_only,2026-03-20
Export,International,20848,0.0,0.0,-3750.1600000000003,150,0,1,actual_only,2026-03-20
Export,International,20866,0.0,0.0,0.0,2,0,0,actual_only,2026-03-20
Export,International,20874,0.0,0.0,1193.66,32,0,1,actual_only,2026-03-20
Export,International,20906,0.0,0.0,93.86,2,0,1,actual_only,2026-03-20
Export,International,20912,0.0,0.0,3730.0,76,0,1,actual_only,2026-03-20
Export,International,20917,0.0,0.0,4360.24,30,0,1,actual_only,2026-03-20
Export,International,20925,0.0,0.0,788.62,26,0,1,actual_only,2026-03-20
Export,International,20929,0.0,0.0,80.04,2,0,1,actual_only,2026-03-20
Export,International,20940,0.0,0.0,6398.98,84,0,1,actual_only,2026-03-20
Export,International,20952,0.0,0.0,68.08,2,0,1,actual_only,2026-03-20
Export,International,20964,0.0,0.0,1929.18,64,0,1,actual_only,2026-03-20
Export,International,20966,0.0,0.0,1716.16,58,0,1,actual_only,2026-03-20
Export,International,20997,0.0,0.0,3449.0,100,0,1,actual_only,2026-03-20
Export,International,29000,0.0,0.0,723.6800000000001,18,0,1,actual_only,2026-03-20
UK,Global eTailers,51175,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
UK,Global eTailers,51176,2500.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Interco,51202,0.0,0.0,0.0,100,0,0,actual_only,2026-03-20
UK,Retail,51101,10620.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Retail,51172,3600.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Retail,51183,180.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,-25,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
UK,Spa,-26,4000.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51184,1800.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51185,450.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51186,180.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51187,360.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51189,3150.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51191,630.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51192,1080.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51194,900.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,51196,900.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,53000,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
UK,Spa,53014,1350.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,53015,630.0,0.0,0.0,0,1,0,budget_only,2026-03-20
UK,Spa,53016,180.0,0.0,0.0,0,1,0,budget_only,2026-03-20
